25,154
33,152
15,146
29,143
24,137
32,135
31,128
30,128
26,126
18,124
19,124
17,121
13,118
27,114
12,112
23,108
20,107
21,105
28,104
16,100
22,98
10,90
11,85
8,82
9,79
14,79
5,26
7,22
6,19
4,18
3,12
35,8
34,8
36,4
2,3
38,2
37,2
39,2
40,2
42,1
1,1
41,1
